# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 11 05:48:18 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_msinij,pl_radj,pl_dens,pl_orbincl,pl_kepflag,ra,dec,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,pl_name,pl_disc,pl_pelink
1435,Kepler-396,c,Transit,2,88.50500000,,,0.05600,,0.473,,,1,296.132812,48.977402,,,5384.00,0.8500,1.06,,,Kepler-396 c,2013,http://exoplanet.eu/catalog/kepler-396_c/
1436,Kepler-397,b,Transit,2,22.25094900,0.144000,,,,0.219,,,1,295.894104,42.380451,,,5307.00,,0.77,,,Kepler-397 b,2014,http://exoplanet.eu/catalog/kepler-397_b/
1437,Kepler-397,c,Transit,2,135.49852700,0.480000,,,,0.551,,,1,295.894104,42.380451,,,5307.00,,0.77,,,Kepler-397 c,2014,http://exoplanet.eu/catalog/kepler-397_c/
1438,Kepler-398,b,Transit,2,4.08142300,0.044000,,,,0.083,,,1,291.468658,40.343853,,,4493.00,,0.61,,,Kepler-398 b,2014,http://exoplanet.eu/catalog/kepler-398_b/
1439,Kepler-398,c,Transit,2,11.41941200,0.087000,,,,0.090,,,1,291.468658,40.343853,,,4493.00,,0.61,,,Kepler-398 c,2014,http://exoplanet.eu/catalog/kepler-398_c/
1440,Kepler-399,b,Transit,3,14.42528100,0.103000,,,,0.086,,,1,299.501740,40.670807,,,5502.00,,0.68,,,Kepler-399 b,2014,http://exoplanet.eu/catalog/kepler-399_b/
1441,Kepler-399,c,Transit,3,26.67569000,0.155000,,,,0.128,,,1,299.501740,40.670807,,,5502.00,,0.68,,,Kepler-399 c,2014,http://exoplanet.eu/catalog/kepler-399_c/
1442,Kepler-399,d,Transit,3,58.03461600,0.261000,,,,0.169,,,1,299.501740,40.670807,,,5502.00,,0.68,,,Kepler-399 d,2014,http://exoplanet.eu/catalog/kepler-399_d/
1443,Kepler-4,b,Transit,1,3.21346000,0.045600,0.000000,0.07700,,0.357,1.91000,89.760,1,285.615326,50.135754,550.00,12.700,5857.00,1.2230,1.49,,,Kepler-4 b,2009,http://exoplanet.eu/catalog/kepler-4_b/
1444,Kepler-40,b,Transit,1,6.87349000,0.080000,0.000000,2.20000,,1.170,1.68000,89.700,1,296.813690,47.526608,2700.00,,6510.00,1.4800,2.13,,,Kepler-40 b,2010,http://exoplanet.eu/catalog/kepler-40_b/
1445,Kepler-400,b,Transit,2,9.02438900,0.087000,,,,0.147,,,1,290.944489,40.480034,,,5886.00,,1.15,,,Kepler-400 b,2014,http://exoplanet.eu/catalog/kepler-400_b/
1446,Kepler-400,c,Transit,2,17.34082400,0.134000,,,,0.133,,,1,290.944489,40.480034,,,5886.00,,1.15,,,Kepler-400 c,2014,http://exoplanet.eu/catalog/kepler-400_c/
1447,Kepler-401,b,Transit,2,14.38303500,0.122000,,,,0.153,,,1,290.082764,50.863483,,,6117.00,,1.33,,,Kepler-401 b,2014,http://exoplanet.eu/catalog/kepler-401_b/
1448,Kepler-401,c,Transit,2,47.31821800,0.269000,,,,0.192,,,1,290.082764,50.863483,,,6117.00,,1.33,,,Kepler-401 c,2014,http://exoplanet.eu/catalog/kepler-401_c/
1449,Kepler-402,b,Transit,4,4.02875100,0.051000,,,,0.109,,,1,288.370239,43.354610,,,6090.00,,1.26,,,Kepler-402 b,2014,http://exoplanet.eu/catalog/kepler-402_b/
1450,Kepler-402,c,Transit,4,6.12482100,0.068000,,,,0.139,,,1,288.370239,43.354610,,,6090.00,,1.26,,,Kepler-402 c,2014,http://exoplanet.eu/catalog/kepler-402_c/
1451,Kepler-402,d,Transit,4,8.92109900,0.087000,,,,0.123,,,1,288.370239,43.354610,,,6090.00,,1.26,,,Kepler-402 d,2014,http://exoplanet.eu/catalog/kepler-402_d/
1452,Kepler-402,e,Transit,4,11.24286100,0.102000,,,,0.130,,,1,288.370239,43.354610,,,6090.00,,1.26,,,Kepler-402 e,2014,http://exoplanet.eu/catalog/kepler-402_e/
1453,Kepler-403,b,Transit,2,7.03146200,0.076000,,,,0.112,,,1,289.921448,46.744560,,,6090.00,,1.33,,,Kepler-403 b,2014,http://exoplanet.eu/catalog/kepler-403_b/
1454,Kepler-403,c,Transit,2,54.28074900,0.297000,,,,0.156,,,1,289.921448,46.744560,,,6090.00,,1.33,,,Kepler-403 c,2014,http://exoplanet.eu/catalog/kepler-403_c/
1455,Kepler-404,b,Transit,2,11.82985100,0.102000,,,,0.113,,,1,286.398621,45.343533,,,5654.00,,0.88,,,Kepler-404 b,2014,http://exoplanet.eu/catalog/kepler-404_b/
1456,Kepler-404,c,Transit,2,14.75116600,0.118000,,,,0.153,,,1,286.398621,45.343533,,,5654.00,,0.88,,,Kepler-404 c,2014,http://exoplanet.eu/catalog/kepler-404_c/
1457,Kepler-405,b,Transit,2,10.61383900,0.095000,,,,0.186,,,1,291.409454,38.340031,,,5818.00,,0.89,,,Kepler-405 b,2014,http://exoplanet.eu/catalog/kepler-405_b/
1458,Kepler-405,c,Transit,2,29.72668200,0.188000,,,,0.416,,,1,291.409454,38.340031,,,5818.00,,0.89,,,Kepler-405 c,2014,http://exoplanet.eu/catalog/kepler-405_c/
1459,Kepler-406,b,Transit,2,2.42629000,,,0.02000,,0.128,11.82000,,1,291.848053,44.968224,,,5538.00,1.0700,1.07,,,Kepler-406 b,2014,
1460,Kepler-406,c,Transit,2,4.62332000,,,0.00900,,0.076,24.39000,,1,291.848053,44.968224,,,5538.00,1.0700,1.07,,,Kepler-406 c,2014,
1461,Kepler-407,b,Transit,2,0.66931000,,,0.00020,,0.095,0.29000,,1,286.036346,49.614506,,,5476.00,1.0000,1.01,,,Kepler-407 b,2014,
1462,Kepler-407,c,Radial Velocity,2,3000.00000000,,,12.60000,,,,,1,286.036346,49.614506,,,5476.00,1.0000,1.01,,,Kepler-407 c,2014,
1463,Kepler-408,b,Transit,1,2.46502000,,,0.00200,,0.073,4.42000,,1,284.786163,48.423233,,,6104.00,1.0800,1.23,,,Kepler-408 b,2014,
1464,Kepler-409,b,Transit,1,68.95840000,,,0.00800,,0.106,8.88000,,1,293.679199,46.852764,,,5460.00,0.9200,0.89,,,Kepler-409 b,2014,
1465,Kepler-41,b,Transit,1,1.85555820,0.031010,0.000000,0.56000,,1.290,0.33000,82.510,1,294.513214,45.981644,770.00,,5750.00,1.1500,1.29,,,Kepler-41 b,2011,http://exoplanet.eu/catalog/kepler-41__b/
1466,Kepler-410 A,b,Transit,1,17.83364800,0.122600,0.170000,,,0.253,,87.720,1,283.150696,45.139832,132.00,,6273.00,1.2140,1.35,,,Kepler-410 A b,2013,
1467,Kepler-411,b,Transit,1,3.00516000,0.038000,0.000000,,,0.168,,88.270,1,287.605591,49.523262,,,4974.00,0.8300,0.79,,,Kepler-411 b,2013,
1468,Kepler-412,b,Transit,1,1.72086123,0.029590,0.003800,0.93900,,1.325,0.50100,80.890,1,286.110321,43.680958,1056.00,13.730,5750.00,1.1670,1.29,,,Kepler-412 b,2014,http://exoplanet.eu/catalog/kepler-412_b/
1469,KOI-7522,b,Transit,1,66.26200000,0.355300,0.118100,0.21100,,0.388,3.20000,89.929,1,288.510620,51.162472,,,4700.00,0.8200,0.78,,,Kepler-413 b,2014,
1470,Kepler-414,b,Transit Timing Variations,2,4.70000000,,,0.01100,,0.153,,,1,297.961578,48.244362,,,,0.8900,0.95,,,Kepler-414 b,2014,
1471,Kepler-414,c,Transit Timing Variations,2,7.17100000,,,0.09400,,0.269,,,1,297.961578,48.244362,,,,0.8900,0.95,,,Kepler-414 c,2014,
1472,Kepler-415,b,Transit Timing Variations,2,4.17600000,,,0.37700,,0.108,,,1,293.804443,38.639130,,,,0.6700,0.64,,,Kepler-415 b,2014,
1473,Kepler-415,c,Transit Timing Variations,2,8.70800000,,,,,,,,1,293.804443,38.639130,,,,0.6700,0.64,,,Kepler-415 c,2014,
1474,Kepler-416,b,Transit Timing Variations,2,6.31900000,,,0.18300,,0.221,,,1,291.556976,39.227287,,,,1.0000,1.07,,,Kepler-416 b,2014,
1475,Kepler-416,c,Transit Timing Variations,2,12.20900000,,,,,,,,1,291.556976,39.227287,,,,1.0000,1.07,,,Kepler-416 c,2014,
1476,Kepler-417,b,Transit Timing Variations,2,12.33100000,,,0.03500,,0.206,,,1,293.824310,42.779705,,,,0.9000,0.81,,,Kepler-417 b,2014,
1477,Kepler-417,c,Transit Timing Variations,2,15.94300000,,,,,,,,1,293.824310,42.779705,,,,0.9000,0.81,,,Kepler-417 c,2014,
1478,Kepler-418,b,Transit,1,86.67856000,,0.200000,1.10000,,1.200,,89.952,1,294.433502,38.355450,,,5820.00,0.9800,1.09,,,Kepler-418 b,2014,
1479,Kepler-419,b,Transit,2,69.75460000,0.370000,0.833000,2.50000,,0.960,,88.950,1,295.417908,51.184765,,,6430.00,1.3900,1.74,,,Kepler-419 b,2014,
1480,Kepler-419,c,Transit Timing Variations,2,675.47000000,1.680000,0.184000,7.30000,,,,88.000,1,295.417908,51.184765,,,6430.00,1.3900,1.74,,,Kepler-419 c,2014,
1481,Kepler-42,b,Transit,3,1.21376720,0.011600,,,,0.070,,,1,292.219025,44.619160,38.70,16.124,3068.00,0.1300,0.17,,,Kepler-42 b,2011,http://exoplanet.eu/catalog/kepler-42_b/
1482,Kepler-42,c,Transit,3,0.45328509,0.006000,,,,0.065,,,1,292.219025,44.619160,38.70,16.124,3068.00,0.1300,0.17,,,Kepler-42 c,2011,http://exoplanet.eu/catalog/kepler-42_c/
1483,Kepler-42,d,Transit,3,1.86516900,0.015400,,,,0.051,,,1,292.219025,44.619160,38.70,16.124,3068.00,0.1300,0.17,,,Kepler-42 d,2011,http://exoplanet.eu/catalog/kepler-42_d/
1484,Kepler-420,b,Transit,1,86.64766100,0.382000,0.772000,1.45000,,0.940,2.10000,89.660,1,291.225189,44.927383,900.00,14.867,5520.00,0.9900,1.13,,,Kepler-420 b,2014,
1485,Kepler-421,b,Transit,1,704.19840000,1.219000,0.041000,,,0.371,,89.965,1,283.256836,45.087776,320.00,,5308.00,0.7940,0.76,,,Kepler-421 b,2014,http://exoplanet.eu/catalog/kepler-421_b/
1486,Kepler-422,b,Transit,1,7.89144830,0.082000,,0.43000,,1.150,0.38000,,1,282.629669,46.323357,,,5972.00,1.1500,1.24,,,Kepler-422 b,2014,http://exoplanet.eu/catalog/kepler-422_b/
1487,Kepler-423,b,Transit,1,2.68432850,0.035850,0.019000,0.59500,,1.192,0.45900,87.828,1,292.855743,46.391178,725.00,,5560.00,0.8500,0.95,,,Kepler-423 b,2014,http://exoplanet.eu/catalog/kepler-423_b/
1488,Kepler-424,b,Transit,2,3.31186440,0.044000,,1.03000,,0.890,1.94000,,1,298.624878,48.577454,,,5460.00,1.0100,0.94,,,Kepler-424 b,2014,http://exoplanet.eu/catalog/kepler-424_b/
1489,Kepler-424,c,Radial Velocity,2,223.30000000,0.730000,,,6.97000,,,,1,298.624878,48.577454,,,5460.00,1.0100,0.94,,,Kepler-424 c,2014,http://exoplanet.eu/catalog/kepler-424_c/
1490,Kepler-425,b,Transit,1,3.79701816,0.046400,0.330000,0.25000,,0.978,0.27000,87.020,1,290.358002,40.567738,650.00,14.970,5170.00,0.9300,0.86,,,Kepler-425 b,2014,
1491,Kepler-426,b,Transit,1,3.21751883,0.041400,0.180000,0.34000,,1.090,0.26000,85.740,1,289.434631,49.473400,880.00,15.073,5725.00,0.9100,0.92,,,Kepler-426 b,2014,
1492,Kepler-427,b,Transit,1,10.29099400,0.091000,0.570000,0.29000,,1.230,0.16000,89.500,1,288.254578,43.704868,1100.00,14.420,5800.00,0.9600,1.35,,,Kepler-427 b,2014,
1493,Kepler-428,b,Transit,1,3.52563254,0.043300,0.220000,1.27000,,1.080,1.02000,89.360,1,290.581726,40.577400,720.00,15.405,5150.00,0.8700,0.80,,,Kepler-428 b,2014,
1494,Kepler-43,b,Transit,1,3.02409309,0.044400,0.017000,3.13000,,1.160,2.49000,84.570,1,285.240845,46.668255,1950.00,,6050.00,1.2700,1.38,,,Kepler-43 b,2011,http://exoplanet.eu/catalog/kepler-43_b/
1495,Kepler-430,b,Transit,2,35.96800000,0.224400,,,,0.290,,,1,292.808624,49.579445,,,5884.00,1.1660,1.49,,,Kepler-430 b,2014,
1496,Kepler-430,c,Transit,2,110.97900000,0.475700,,,,0.160,,,1,292.808624,49.579445,,,5884.00,1.1660,1.49,,,Kepler-430 c,2014,
1497,Kepler-431,b,Transit,3,6.80300000,0.071900,,,,0.068,,,1,281.112335,43.227791,,,6004.00,1.0710,1.09,,,Kepler-431 b,2014,
1498,Kepler-431,c,Transit,3,8.70300000,0.084700,,,,0.060,,,1,281.112335,43.227791,,,6004.00,1.0710,1.09,,,Kepler-431 c,2014,
1499,Kepler-431,d,Transit,3,11.92200000,0.104500,,,,0.100,,,1,281.112335,43.227791,,,6004.00,1.0710,1.09,,,Kepler-431 d,2014,
1500,Kepler-432,b,Transit,2,52.50112900,0.301000,0.513400,5.41000,,1.145,4.46000,88.170,0,293.282196,48.285900,870.00,12.465,4995.00,1.3200,4.06,,,Kepler-432 b,2014,http://exoplanet.eu/catalog/kepler-432_b/
1501,Kepler-432,c,Radial Velocity,2,406.20000000,,0.498000,,2.43000,,,,0,293.282196,48.285900,870.00,12.465,4995.00,1.3200,4.06,,,Kepler-432 c,2015,
1502,Kepler-433,b,Transit,1,5.33408384,0.067900,0.119000,2.82000,,1.450,1.13000,89.210,1,297.593658,40.977268,1870.00,,6360.00,1.4600,2.26,,,Kepler-433 b,2015,
1503,Kepler-434,b,Transit,1,12.87470990,0.114300,0.131000,2.86000,,1.130,2.40000,86.460,1,293.586395,42.928913,1240.00,,5977.00,1.1980,1.38,,,Kepler-434 b,2015,
1504,Kepler-435,b,Transit,1,8.60015360,0.094800,0.114000,0.84000,,1.990,0.13100,85.510,1,292.287323,43.197281,2070.00,,6161.00,1.5380,3.21,,,Kepler-435 b,2015,
1505,Kepler-436,b,Transit,1,64.00205000,0.339000,0.190000,,,0.240,,89.930,1,301.720764,44.412064,618.00,,4651.00,0.7290,0.70,,,Kepler-436 b,2015,http://exoplanet.eu/catalog/kepler-436_b/
1506,Kepler-437,b,Transit,1,66.65062000,0.288000,0.020000,,,0.190,,89.900,1,297.347382,44.026947,417.00,,4551.00,0.7070,0.68,,,Kepler-437 b,2015,http://exoplanet.eu/catalog/kepler-437_b/
1507,Kepler-438,b,Transit,1,35.23319000,0.166000,0.030000,,,0.100,,89.860,1,281.645813,41.951092,145.00,,3748.00,0.5440,0.52,,,Kepler-438 b,2015,http://exoplanet.eu/catalog/kepler-438_b/
1508,Kepler-439,b,Transit,1,178.13960000,0.563000,0.030000,,,0.200,,89.950,1,280.801575,44.033993,693.00,,5431.00,0.8840,0.87,,,Kepler-439 b,2015,http://exoplanet.eu/catalog/kepler-439_b/
1509,Kepler-44,b,Transit,1,3.24672930,0.044600,0.066000,1.00000,,1.090,0.93000,84.960,1,300.102356,45.762142,2250.00,,5800.00,1.1200,1.35,,,Kepler-44 b,2011,http://exoplanet.eu/catalog/kepler-44_b/
1510,Kepler-440,b,Transit,1,101.11141000,0.242000,0.340000,,,0.170,,89.930,1,285.349945,41.452206,261.00,,4134.00,0.5750,0.56,,,Kepler-440 b,2015,http://exoplanet.eu/catalog/kepler-440_b/
1511,Kepler-441,b,Transit,1,207.24820000,0.640000,0.100000,,,0.150,,89.970,1,284.566895,49.012547,284.00,,4340.00,0.5720,0.55,,,Kepler-441 b,2015,http://exoplanet.eu/catalog/kepler-441_b/
1512,Kepler-442,b,Transit,1,112.30530000,0.409000,0.040000,,,0.120,,89.940,1,285.366577,39.280083,342.00,,4402.00,0.6090,0.60,,,Kepler-442 b,2015,http://exoplanet.eu/catalog/kepler-442_b/
1513,Kepler-443,b,Transit,1,177.66930000,0.495000,0.110000,,,0.210,,89.940,1,288.610535,49.968632,779.00,,4723.00,0.7380,0.71,,,Kepler-443 b,2015,http://exoplanet.eu/catalog/kepler-443_b/
1514,Kepler-444,b,Transit,5,3.60010530,0.041780,0.160000,,,0.036,,88.000,1,289.752289,41.634605,35.70,8.880,5046.00,0.7580,0.75,,HIP 94931,Kepler-444 b,2015,http://exoplanet.eu/catalog/kepler-444_b/
1515,Kepler-444,c,Transit,5,4.54588410,0.048810,0.310000,,,0.044,,88.200,1,289.752289,41.634605,35.70,8.880,5046.00,0.7580,0.75,,HIP 94931,Kepler-444 c,2015,http://exoplanet.eu/catalog/kepler-444_c/
1516,Kepler-444,d,Transit,5,6.18939200,0.060000,0.180000,,,0.047,,88.160,1,289.752289,41.634605,35.70,8.880,5046.00,0.7580,0.75,,HIP 94931,Kepler-444 d,2015,http://exoplanet.eu/catalog/kepler-444_d/
1517,Kepler-444,e,Transit,5,7.74349300,0.069600,0.100000,,,0.049,,89.130,1,289.752289,41.634605,35.70,8.880,5046.00,0.7580,0.75,,HIP 94931,Kepler-444 e,2015,http://exoplanet.eu/catalog/kepler-444_e/
1518,Kepler-444,f,Transit,5,9.74048600,0.081100,0.290000,,,0.066,,87.960,1,289.752289,41.634605,35.70,8.880,5046.00,0.7580,0.75,,HIP 94931,Kepler-444 f,2015,http://exoplanet.eu/catalog/kepler-444_f/
1519,Kepler-445,b,Transit,3,2.98415100,,0.000000,,,0.140,,89.740,1,298.736053,46.498554,90.00,,3157.00,0.1800,0.21,,,Kepler-445 b,2015,http://exoplanet.eu/catalog/kepler-445_b/
1520,Kepler-445,c,Transit,3,4.87122900,,0.000000,,,0.220,,89.910,1,298.736053,46.498554,90.00,,3157.00,0.1800,0.21,,,Kepler-445 c,2015,http://exoplanet.eu/catalog/kepler-445_c/
1521,Kepler-445,d,Transit,3,8.15275000,,0.000000,,,0.110,,89.610,1,298.736053,46.498554,90.00,,3157.00,0.1800,0.21,,,Kepler-445 d,2015,http://exoplanet.eu/catalog/kepler-445_d/
1522,Kepler-446,b,Transit,3,1.56540900,,0.000000,,,0.130,,87.420,1,282.250214,44.921101,120.00,,3359.00,0.2200,0.24,,,Kepler-446 b,2015,http://exoplanet.eu/catalog/kepler-446_b/
1523,Kepler-446,c,Transit,3,3.03617900,,0.000000,,,0.100,,88.970,1,282.250214,44.921101,120.00,,3359.00,0.2200,0.24,,,Kepler-446 c,2015,http://exoplanet.eu/catalog/kepler-446_c/
1524,Kepler-446,d,Transit,3,5.14892100,,0.000000,,,0.120,,88.720,1,282.250214,44.921101,120.00,,3359.00,0.2200,0.24,,,Kepler-446 d,2015,http://exoplanet.eu/catalog/kepler-446_d/
1525,Kepler-447,b,Transit,1,7.79430132,0.076900,0.123000,1.37000,,1.650,0.40000,86.550,1,285.268585,48.560013,,,5493.00,1.0000,1.05,,,Kepler-447 b,2015,
1526,Kepler-449,b,Transit,2,12.58242000,,0.030000,,,0.183,,,1,293.732819,41.900829,,,,0.9690,1.47,,,Kepler-449 b,2015,
1527,Kepler-449,c,Transit,2,33.67270000,,0.050000,,,0.247,,,1,293.732819,41.900829,,,,0.9690,1.47,,,Kepler-449 c,2015,
1528,Kepler-45,b,Transit,1,2.45523900,0.030000,0.110000,0.50500,,0.960,0.80000,87.000,1,292.872894,41.064262,333.00,16.880,3820.00,0.5900,0.55,,,Kepler-45 b,2011,http://exoplanet.eu/catalog/kepler-45_b/
1529,Kepler-450,b,Transit,3,28.45485100,,0.020000,,,0.548,,,1,295.486511,51.013500,,,,1.3460,1.57,,,Kepler-450 b,2015,
1530,Kepler-450,c,Transit,3,15.41313500,,0.020000,,,0.234,,,1,295.486511,51.013500,,,,1.3460,1.57,,,Kepler-450 c,2015,
1531,Kepler-450,d,Transit,3,7.51464000,,0.140000,,,0.075,,,1,295.486511,51.013500,,,,1.3460,1.57,,,Kepler-450 d,2015,
1532,Kepler-46,b,Transit,3,33.60134000,0.196800,0.010000,6.00000,,0.808,14.00000,89.038,1,289.268738,42.604176,855.00,,5309.00,0.9020,0.79,,,Kepler-46 b,2012,http://exoplanet.eu/catalog/kepler-46_b/
1533,Kepler-46,c,Transit Timing Variations,3,57.01100000,0.279900,0.014600,0.37600,,,,87.400,1,289.268738,42.604176,855.00,,5309.00,0.9020,0.79,,,Kepler-46 c,2012,http://exoplanet.eu/catalog/kepler-46_c/
1534,Kepler-46,d,Transit,3,6.76658900,0.067000,,,,0.146,,,1,289.268738,42.604176,855.00,,5309.00,0.9020,0.79,,,Kepler-46 d,2014,http://exoplanet.eu/catalog/kepler-46_d/
1535,Kepler-47,b,Transit,2,49.53200000,0.296200,0.035000,2.00000,,0.270,,89.700,1,295.297913,46.920467,1500.00,,5636.00,1.0490,0.96,,,Kepler-47 b,2012,http://exoplanet.eu/catalog/kepler-47(ab)_b/
1536,Kepler-47,c,Transit,2,303.13700000,0.991000,0.411000,28.00000,,0.411,,89.825,1,295.297913,46.920467,1500.00,,5636.00,1.0490,0.96,,,Kepler-47 c,2012,http://exoplanet.eu/catalog/kepler-47(ab)_c/
1537,Kepler-48,b,Transit,4,4.77798030,,,5.94000,,0.191,,,1,299.139221,40.949020,,,5194.00,0.8800,0.89,,,Kepler-48 b,2012,http://exoplanet.eu/catalog/kepler-48_b/
1538,Kepler-48,c,Transit,4,9.67392830,,,11.61000,,0.280,,,1,299.139221,40.949020,,,5194.00,0.8800,0.89,,,Kepler-48 c,2012,http://exoplanet.eu/catalog/kepler-48_c/
1539,Kepler-48,d,Transit,4,42.89610000,,,0.02500,,0.182,5.08000,,1,299.139221,40.949020,,,5194.00,0.8800,0.89,,,Kepler-48 d,2014,
1540,Kepler-48,e,Radial Velocity,4,982.00000000,,,2.06700,,,,,1,299.139221,40.949020,,,5194.00,0.8800,0.89,,,Kepler-48 e,2014,
1541,Kepler-49,b,Transit,4,7.20379450,,,0.98000,,0.243,,,1,292.294586,40.591801,,,4252.00,0.5500,0.56,,,Kepler-49 b,2012,http://exoplanet.eu/catalog/kepler-49_b/
1542,Kepler-49,c,Transit,4,10.91293430,,,0.72000,,0.227,,,1,292.294586,40.591801,,,4252.00,0.5500,0.56,,,Kepler-49 c,2012,http://exoplanet.eu/catalog/kepler-49_c/
1543,Kepler-49,d,Transit,4,2.57654900,0.031000,,,,0.143,,,1,292.294586,40.591801,,,4252.00,0.5500,0.56,,,Kepler-49 d,2014,http://exoplanet.eu/catalog/kepler-49_d/
1544,Kepler-49,e,Transit,4,18.59610800,0.116000,,,,0.139,,,1,292.294586,40.591801,,,4252.00,0.5500,0.56,,,Kepler-49 e,2014,http://exoplanet.eu/catalog/kepler-49_e/
1545,Kepler-5,b,Transit,1,3.54846000,0.050640,0.024000,2.11400,,1.431,0.89400,86.300,1,299.407013,44.035046,,,6297.00,1.3740,1.79,,,Kepler-5 b,2009,http://exoplanet.eu/catalog/kepler-5_b/
1546,Kepler-50,b,Transit,2,7.81254000,0.077000,,,,0.153,,,1,288.100861,50.033718,,,6058.00,1.2300,1.88,,,Kepler-50 b,2012,http://exoplanet.eu/catalog/kepler-50_b/
1547,Kepler-50,c,Transit,2,9.37647000,0.087000,,,,0.194,,,1,288.100861,50.033718,,,6058.00,1.2300,1.88,,,Kepler-50 c,2012,http://exoplanet.eu/catalog/kepler-50_c/
1548,Kepler-51,b,Transit,3,45.15400000,0.251400,0.040000,0.00700,,0.633,0.03000,,1,296.479767,49.937683,,,6018.00,1.0400,0.94,,,Kepler-51 b,2012,http://exoplanet.eu/catalog/kepler-51_b/
1549,Kepler-51,c,Transit,3,85.31200000,0.384000,0.014000,0.01300,,0.803,0.03000,,1,296.479767,49.937683,,,6018.00,1.0400,0.94,,,Kepler-51 c,2012,http://exoplanet.eu/catalog/kepler-51_c/
1550,Kepler-52,b,Transit,3,7.87735650,,,8.70000,,0.187,,,1,286.738037,49.975750,,,4263.00,0.5400,0.56,,,Kepler-52 b,2012,http://exoplanet.eu/catalog/kepler-52_b/
1551,Kepler-52,c,Transit,3,16.38500210,,,10.41000,,0.164,,,1,286.738037,49.975750,,,4263.00,0.5400,0.56,,,Kepler-52 c,2012,http://exoplanet.eu/catalog/kepler-52_c/
1552,Kepler-52,d,Transit,3,36.44517100,0.182000,,,,0.174,,,1,286.738037,49.975750,,,4263.00,0.5400,0.56,,,Kepler-52 d,2014,http://exoplanet.eu/catalog/kepler-52_d/
1553,Kepler-53,b,Transit,3,18.64895250,,,18.41000,,0.258,,,1,290.461761,40.562462,,,6085.00,0.9800,0.96,,,Kepler-53 b,2012,http://exoplanet.eu/catalog/kepler-53_b/
1554,Kepler-53,c,Transit,3,38.55830380,,,,,0.283,,,1,290.461761,40.562462,,,6085.00,0.9800,0.96,,,Kepler-53 c,2012,http://exoplanet.eu/catalog/kepler-53_c/
1555,Kepler-53,d,Transit,3,9.75196200,0.091000,,,,0.189,,,1,290.461761,40.562462,,,6085.00,0.9800,0.96,,,Kepler-53 d,2014,http://exoplanet.eu/catalog/kepler-53_d/
1556,Kepler-54,b,Transit,3,8.01094340,,,0.92000,,0.187,,,1,294.773926,43.056293,,,4252.00,0.5100,0.55,,,Kepler-54 b,2012,http://exoplanet.eu/catalog/kepler-54_b/
1557,Kepler-54,c,Transit,3,12.07172490,,,0.37000,,0.110,,,1,294.773926,43.056293,,,4252.00,0.5100,0.55,,,Kepler-54 c,2012,http://exoplanet.eu/catalog/kepler-54_c/
1558,Kepler-54,d,Transit,3,20.99569400,0.126000,,,,0.136,,,1,294.773926,43.056293,,,4252.00,0.5100,0.55,,,Kepler-54 d,2014,http://exoplanet.eu/catalog/kepler-54_d/
1559,Kepler-55,b,Transit,5,27.94814490,,,1.49000,,0.217,,,1,285.168335,44.026466,,,4503.00,0.6200,0.62,,,Kepler-55 b,2012,http://exoplanet.eu/catalog/kepler-55_b/
1560,Kepler-55,c,Transit,5,42.15164180,,,1.11000,,0.197,,,1,285.168335,44.026466,,,4503.00,0.6200,0.62,,,Kepler-55 c,2012,http://exoplanet.eu/catalog/kepler-55_c/
1561,Kepler-55,d,Transit,5,2.21109900,0.029000,,,,0.142,,,1,285.168335,44.026466,,,4503.00,0.6200,0.62,,,Kepler-55 d,2014,http://exoplanet.eu/catalog/kepler-55_d/
1562,Kepler-55,e,Transit,5,4.61753400,0.048000,,,,0.138,,,1,285.168335,44.026466,,,4503.00,0.6200,0.62,,,Kepler-55 e,2014,http://exoplanet.eu/catalog/kepler-55_e/
